Time (s),Comp Pitch with Low Pass
15.785079002380371,88.88664751123181
15.891343355178833,89.65978616420307
15.997357606887817,90.07882125980785
16.103382110595703,92.29007054603554
16.20936369895935,92.36038270489328
16.315310955047607,92.05517639822446
16.421282052993774,91.45945579866412
16.52725076675415,90.22840267120424
16.633281230926514,86.94803402555519
16.739255666732788,83.40392693381071
16.845251321792603,80.13118216068634
16.9512619972229,77.83472392718821
17.057299613952637,74.77137518271462
17.16326642036438,72.06077157330557
17.26926350593567,68.2806899803936
17.37521529197693,63.67892154891851
17.481225728988647,59.06252212207198
17.587262630462646,55.3298300815845
17.69270372390747,51.08854590366636
17.797600984573364,46.28073856495203
17.903584718704224,40.480195523796965
18.009759426116943,34.575968040658154
18.115691900253296,27.58313173204386
18.22175931930542,19.68177433913398
18.32767081260681,11.72852456231925
18.433600187301636,8.975986228516463
18.5394868850708,6.927379282728667
18.64545512199402,5.27919644481403
18.751365900039673,3.8479421491948775
18.85731315612793,1.8535468970200677
18.963253021240234,2.77420230483032
19.069288969039917,2.3005214057687757
19.175305128097534,1.79121161671158
19.281269311904907,3.2888712966512927
19.387179613113403,2.0824561469747054
19.49312448501587,3.8672328913429252
19.59911036491394,1.7791798610306466
19.705043077468872,3.383301008199661
19.811057806015015,0.46470020499567666
19.916995525360107,2.6949210770277077
20.023013591766357,-0.11043271694359214
20.129001140594482,2.9838133609682593
20.234957218170166,0.3718183044410739
20.340925455093384,4.073804709875828
20.446890115737915,0.4211980269573177
20.55278706550598,4.215795621002032
20.658775568008423,1.8471190865135252
20.764688968658447,4.1445670015931775
20.870702028274536,1.5609515390023054
20.97662878036499,4.805001944166708
21.082684755325317,1.7648207063635863
21.188642501831055,4.633497786916427
21.29398798942566,1.6658625359517298
21.39995813369751,4.316837374775317
21.505852460861206,1.566066780976833
21.6118381023407,4.148551693971068
21.71782612800598,1.273385334587814
21.823755025863647,3.8087661243296616
21.929720640182495,0.28978976958708913
22.035207509994507,3.3218890577494227
22.141125202178955,-0.3176596503203949
22.24711036682129,2.4079085903585065
22.35301423072815,-0.9088064109870785
22.45895743370056,1.8060858830566116
22.564852237701416,-1.785174423810641
22.669761180877686,1.7795471142263757
22.77593421936035,-0.6478805384153705
22.88197612762451,-1.696153121794513
22.98813796043396,-2.284790657147852
23.093765258789062,-2.2632947883706644
23.199145317077637,-2.280952153979881
23.305039882659912,-2.288950166235836
23.410938024520874,-2.2645216122531475
23.516851663589478,-2.2911685288654766
23.622785091400146,-2.266703763334867
23.7291259765625,-2.267206222848946
23.835460901260376,-2.2306316963359585
23.94173526763916,-2.285124492398277
24.04822540283203,-2.282235468857122
24.15470862388611,-2.2967197241830366
24.261048078536987,-2.3093372080704784
24.367295265197754,-2.310356162306158
24.473589181900024,-2.3059917751159134
24.580120086669922,-2.296384337530474
24.6865394115448,-2.283128041918034
24.792827129364014,-2.3007629549369044
24.899299144744873,-2.338096627360057
25.005824327468872,-2.33537649980257
25.112258672714233,-2.3326534342234124
25.21875834465027,-2.3335292202989493
25.325352430343628,-2.3084401964525996
25.431738138198853,-2.3400682286155488
25.538196802139282,-2.3527372707994605
25.644633054733276,-2.3458924439350537
25.751027822494507,-2.3270051889919365
25.85751461982727,-2.3559907265059663
25.96386957168579,-2.379714968888992
26.069714307785034,-2.3463771447508703
26.176114082336426,-2.368618522027915
26.28416395187378,-2.3526278900897744
26.38941764831543,-2.3719014835137417
26.495303869247437,-2.396669388354107
26.601176738739014,-2.3756188118763966
26.707063674926758,-2.379738381865635
26.812901496887207,-2.4140630236604816
26.918846130371094,-2.3764711525137114
27.02480411529541,-2.383479687038341
27.130791664123535,-2.4084289424516037
27.236706495285034,-2.417506252470895
27.342563152313232,-2.4026297384287427
27.44845175743103,-2.4337126121432653
27.55432438850403,-2.420550124459564
27.660234928131104,-2.433475928414801
27.766194581985474,-2.4368926267453137
27.87216305732727,-2.4467815577803065
27.978084325790405,-2.446807253632656
28.084224462509155,-2.4537385133336924
28.190200090408325,-2.468299983646517
28.296168565750122,-2.473507240988285
28.402116775512695,-2.4478331830101956
28.508084774017334,-2.454121320957136
28.614052057266235,-2.4469999478692324
28.71852946281433,-2.439192760297319
28.82121753692627,-2.4840077748253044
28.92389941215515,-2.4722598194540004
29.026644229888916,-2.449076459977373
29.129400730133057,-2.480596413904385
29.232152700424194,-2.4991229298723825
29.334872007369995,-2.48909792250523
29.437657833099365,-2.5060126016964945
29.540469884872437,-2.501785758919994
29.64320397377014,-2.495953358382269
29.745919704437256,-2.486042623321853
29.84886336326599,-2.504491794239894
29.95157027244568,-2.5143518331223853
